Ep,Step,Reward,Total_reward,Action,Epsilon,Done,Termination_Code
1,1,-3,-3,5,1,0
1,2,-3,-6,3,1,0
1,3,-3,-9,2,1,0
1,4,-3,-12,0,1,0
1,5,-13,-25,0,1,1
2,1,-3,-3,2,1,0
2,2,-3,-6,5,1,0
2,3,-3,-9,5,1,0
2,4,-3,-12,1,1,0
2,5,-11,-23,2,1,1
3,1,0,0,0,1,0
3,2,0,0,3,1,0
3,3,0,0,2,1,0
3,4,0,0,0,1,0
3,5,0,0,5,1,0
3,6,0,0,4,1,0
3,7,-1,-1,2,1,0
3,8,0,-1,2,1,0
3,9,0,-1,2,1,0
3,10,-1,-2,0,1,0
3,11,-1,-3,3,1,0
3,12,-11,-14,2,1,1
4,1,0,0,1,1,0
4,2,0,0,2,1,0
4,3,0,0,5,1,0
4,4,0,0,0,1,0
4,5,0,0,1,1,0
4,6,0,0,3,1,0
4,7,0,0,3,1,0
4,8,0,0,0,1,0
4,9,-3,-3,0,1,0
4,10,0,-3,1,1,0
4,11,-3,-6,3,1,0
4,12,-3,-9,4,1,0
4,13,-3,-12,1,1,0
4,14,-13,-25,0,1,1
5,1,0,0,4,1,0
5,2,0,0,4,1,0
5,3,-10,-10,2,1,1
6,1,-10,-10,2,1,1
7,1,-10,-10,2,1,1
8,1,-1,-1,0,1,0
8,2,0,-1,1,1,0
8,3,-1,-2,0,1,0
8,4,0,-2,1,1,0
8,5,0,-2,5,1,0
8,6,0,-2,2,1,0
8,7,0,-2,0,1,0
8,8,-11,-13,3,1,1
9,1,0,0,5,1,0
9,2,-3,-3,1,1,0
9,3,-3,-6,1,1,0
9,4,-3,-9,0,1,0
9,5,0,-9,0,1,0
9,6,0,-9,4,1,0
9,7,0,-9,2,1,0
9,8,0,-9,0,1,0
9,9,-1,-10,3,1,0
9,10,-1,-11,4,1,0
9,11,-1,-12,5,1,0
9,12,-11,-23,3,1,1
10,1,0,0,3,1,0
10,2,0,0,2,1,0
10,3,0,0,2,1,0
10,4,0,0,4,1,0
10,5,0,0,0,1,0
10,6,0,0,0,1,0
10,7,0,0,4,1,0
10,8,0,0,5,1,0
10,9,0,0,3,1,0
10,10,0,0,4,1,0
10,11,-3,-3,3,1,0
10,12,0,-3,2,1,0
10,13,0,-3,2,1,0
10,14,0,-3,1,1,0
10,15,0,-3,0,1,0
10,16,-1,-4,0,1,0
10,17,-10,-14,2,1,1
11,1,-3,-3,2,1,0
11,2,-3,-6,5,1,0
11,3,-1,-7,0,1,0
11,4,-1,-8,5,1,0
11,5,0,-8,3,1,0
11,6,-11,-19,3,1,1
12,1,0,0,0,1,0
12,2,-10,-10,2,1,1
13,1,-1,-1,5,1,0
13,2,-1,-2,4,1,0
13,3,0,-2,0,1,0
13,4,0,-2,4,1,0
13,5,-1,-3,1,1,0
13,6,-1,-4,5,1,0
13,7,0,-4,1,1,0
13,8,0,-4,3,1,0
13,9,0,-4,4,1,0
13,10,-10,-14,3,1,1
14,1,-1,-1,1,1,0
14,2,-1,-2,1,1,0
14,3,0,-2,3,1,0
14,4,0,-2,4,1,0
14,5,0,-2,0,1,0
14,6,0,-2,0,1,0
14,7,0,-2,2,1,0
14,8,0,-2,3,1,0
14,9,0,-2,1,1,0
14,10,0,-2,5,1,0
14,11,-11,-13,3,1,1
15,1,-3,-3,2,1,0
15,2,-10,-13,0,1,1
16,1,0,0,3,1,0
16,2,0,0,0,1,0
16,3,0,0,4,1,0
16,4,0,0,4,1,0
16,5,-10,-10,3,1,1
17,1,-10,-10,3,1,1
18,1,-3,-3,1,1,0
18,2,0,-3,2,1,0
18,3,-3,-6,3,1,0
18,4,-1,-7,0,1,0
18,5,-10,-17,3,1,1
19,1,-2,-2,5,1,0
19,2,0,-2,5,1,0
19,3,0,-2,5,1,0
19,4,0,-2,4,1,0
19,5,0,-2,5,1,0
19,6,0,-2,2,1,0
19,7,0,-2,4,1,0
19,8,0,-2,3,1,0
19,9,0,-2,2,1,0
19,10,0,-2,2,1,0
19,11,-1,-3,1,1,0
19,12,-1,-4,5,1,0
19,13,-10,-14,2,1,1
20,1,0,0,1,1,0
20,2,0,0,3,1,0
20,3,0,0,0,1,0
20,4,-3,-3,0,1,0
20,5,0,-3,2,1,0
20,6,-13,-16,3,1,1
21,1,-1,-1,5,1,0
21,2,0,-1,3,1,0
21,3,0,-1,5,1,0
21,4,0,-1,4,1,0
21,5,0,-1,0,1,0
21,6,-1,-2,3,1,0
21,7,-1,-3,4,1,0
21,8,-1,-4,1,1,0
21,9,-1,-5,0,1,0
21,10,-1,-6,3,1,0
21,11,-11,-17,3,1,1
22,1,-3,-3,1,1,0
22,2,0,-3,3,1,0
22,3,0,-3,3,1,0
22,4,0,-3,2,1,0
22,5,0,-3,3,1,0
22,6,0,-3,1,1,0
22,7,0,-3,1,1,0
22,8,0,-3,3,1,0
22,9,-10,-13,3,1,1
23,1,-1,-1,3,1,0
23,2,-1,-2,5,1,0
23,3,-1,-3,4,1,0
23,4,-1,-4,4,1,0
23,5,-3,-7,3,1,0
23,6,-3,-10,1,1,0
23,7,-13,-23,0,1,1
24,1,-1,-1,1,1,0
24,2,-1,-2,1,1,0
24,3,-1,-3,3,1,0
24,4,-1,-4,0,1,0
24,5,-11,-15,2,1,1
25,1,-1,-1,1,1,0
25,2,0,-1,0,1,0
25,3,-10,-11,3,1,1
26,1,-1,-1,5,1,0
26,2,-1,-2,3,1,0
26,3,0,-2,0,1,0
26,4,-1,-3,1,1,0
26,5,-1,-4,4,1,0
26,6,0,-4,0,1,0
26,7,-1,-5,1,1,0
26,8,0,-5,1,1,0
26,9,-11,-16,1,1,1
27,1,-3,-3,5,1,0
27,2,-3,-6,4,1,0
27,3,0,-6,1,1,0
27,4,-3,-9,2,1,0
27,5,-3,-12,2,1,0
27,6,-1,-13,0,1,0
27,7,-1,-14,4,1,0
27,8,-1,-15,4,1,0
27,9,-1,-16,3,1,0
27,10,-3,-19,3,1,0
27,11,-3,-22,5,1,0
27,12,-3,-25,5,1,0
27,13,-11,-36,2,1,1
28,1,-3,-3,0,1,0
28,2,-3,-6,0,1,0
28,3,-3,-9,1,1,0
28,4,-3,-12,2,1,0
28,5,0,-12,0,1,0
28,6,-10,-22,0,1,1
29,1,0,0,4,1,0
29,2,0,0,2,1,0
29,3,50,50,5,1,0
29,4,50,100,5,1,0
29,5,0,100,4,1,0
29,6,0,100,3,1,0
29,7,0,100,4,1,0
29,8,0,100,4,1,0
29,9,-1,99,1,1,0
29,10,-1,98,4,1,0
29,11,-3,95,3,1,0
29,12,-1,94,2,1,0
29,13,-11,83,5,1,1
30,1,0,0,4,1,0
30,2,0,0,0,1,0
30,3,0,0,4,1,0
30,4,0,0,4,1,0
30,5,0,0,3,1,0
30,6,0,0,0,1,0
30,7,-3,-3,0,1,0
30,8,0,-3,1,1,0
30,9,0,-3,5,1,0
30,10,-3,-6,2,1,0
30,11,-3,-9,4,1,0
30,12,-3,-12,5,1,0
30,13,0,-12,0,1,0
30,14,0,-12,0,1,0
30,15,0,-12,3,1,0
30,16,0,-12,3,1,0
30,17,0,-12,1,1,0
30,18,0,-12,4,1,0
30,19,0,-12,1,1,0
30,20,0,-12,4,1,0
30,21,0,-12,5,1,0
30,22,0,-12,5,1,0
30,23,0,-12,2,1,0
30,24,-13,-25,2,1,1
31,1,0,0,1,1,0
31,2,-3,-3,1,1,0
31,3,0,-3,1,1,0
31,4,0,-3,1,1,0
31,5,0,-3,2,1,0
31,6,-3,-6,0,1,0
31,7,-3,-9,0,1,0
31,8,-13,-22,1,1,1
32,1,0,0,0,1,0
32,2,0,0,4,1,0
32,3,-3,-3,2,1,0
32,4,0,-3,1,1,0
32,5,0,-3,1,1,0
32,6,0,-3,2,1,0
32,7,0,-3,4,1,0
32,8,-1,-4,1,1,0
32,9,-1,-5,5,1,0
32,10,-1,-6,5,1,0
32,11,-1,-7,4,1,0
32,12,0,-7,0,1,0
